,name,breed,gender,age,size,province,can_travel,urgent_adoption,needs_vet_care,is_vaccinated,is_dewormed,is_healthy,is_sterilized,is_identified,has_microchip,has_passport,good_with_children,good_with_cats,good_with_dogs,is_affectionate,is_hyperactive,is_fearful,is_sociable,is_calm,is_sedentary,description_1,description_2,img_url,info_url
10588,LINDA,MIX BORDER TERRIER,Hembra,3.0,Mediano,Huelva,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,"Rescatada de un campo, donde estaba sola en una cuadra sin apenas comida. Ha sido mama varias veces y ahora ya esta esterelizada y a salvo.","Linda es de tamaño pequeño mediano de 15 kilos, tiene 3 años. Es tranquila, muy buena, cariñosa y muy apegada.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/linda-67d7f04c51e5a916674143.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/huelva/perro/hembra/linda/10588
10600,Sandra,Mestiza,Hembra,8.0,Grande,Murcia,True,False,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,,🏡🏡SANDRA EN ADOPCIÓN ➡️hembra ➡️enero 2017 ➡️mestiza ➡️tamaño mediano/grande,https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-8249-67d82f1c73785988754485.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/murcia/perro/hembra/sandra/10600
10609,TRUFA,Cruce de Border Collie,Hembra,0.25,Grande,Granada,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,"Trufa fue encontrada abandonada hace unos meses, sin chip. Se encuentra en acogida.","Trufa es una preciosa perrita, cruce de Border Collie, tranquila y un poquito miedosa. Es paciente, dulce y juguetona.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/a-9701742130283-67d8701d0989d265842266.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/granada/perro/hembra/trufa+/10609
10611,AQUILES,Mestizo,Macho,1.0,Grande,Granada,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,"Fue encontrado con unos ocho meses, abandonado lleno de pulgas, garrapatas y en los huesos. Fue rescatado y puesto a salvo y, desde el primer momento, ha sido un perrito muy agradecido y se porta muy bien.","Aquiles es cariñoso, juguetón, muy noble y es muy sociable.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/a-11871742128793-67d870f75b25d297000237.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/granada/perro/macho/aquiles+/10611
10614,Zabo,mestizo,Macho,1.0,Pequeño,Sevilla,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,"Zabo fue recogído atropellado enmedio de la autovía. Venía con las patas destrozadas, se sometió a una cirugía y se hizo todo lo posible para salvar la patita, pero finalmente hubo que amputar y se está recuperando. Después de su recuperación debe someterse a rehabilitación para sus caderas.","Cariñoso, juguetón sociable.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/imagen-de-whatsapp-2025-04-28-a-las-12-23-08-179262c1-6810b2e4b5382558099422.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/sevilla/perro/macho/zabo/10614
10633,PERLITA,Mestizo,Hembra,1.0,Mediano,Córdoba,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,"Perlita está lista para encontrar a su familia y vivir muchas aventuras juntos. Si quieres adoptar, apadrinar o acoger a este bombón ponte en contacto con la protectora dejanhuella@gmail.com o contacta con nosotros en los teléfonos 608 53 69 79/ 633 26 17 87. Se encuentra en Castro del Río (Córdoba), pero se envía a cualquier provincia siempre que el transporte llegue a tu ciudad.","Sexo: hembra Raza: mestiza Fecha de Nacimiento: 15.09.2023 Peso: 12 kg Carácter: cariñosa, buena, simpática y sociable.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/fb-img-1745272459226-6806bfdbd3d60536936401.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/hembra/perlita/10633
10648,INDRA,Mestiza,Hembra,5.0,Grande,Murcia,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,"Indra fue abandonada por la que era su ""familia"" con un tumor enorme en las mamas, no parece que nadie nunca se haya preocupado por ella, y problemas en las patas traseras, tiene muy poca musculacion segun parece debido a la falta de movilidad toda su vida. Es toda una luchadora, ahora se encuentra sana en una casa de acogida esperando su hogar definitivo","Muy cariñosa, sociable y obediente, una chica 10!",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/imagen-67d9de4c47095179513996.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/murcia/perro/hembra/indra/10648
10649,NEPTUNO,Mestizo,Macho,1.0,Mediano,Murcia,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,"Este bombon que no tiene ni dos añitos se ha vuelto invisible, nadie se interesa ni pregunta por el, y no entendemos porque, si es un amor y es precioso. Llegó con su hermano, los dos llevaban chip y tenian ""familia"", pero decidieron que no iban a gastar dinero en sacarlos de la perrrera,... Su hermano se fué adoptado y el esta perdiendo la esperanza...","Cariñoso, sociable y deseando encontrar a su familia!",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/34kmfoto-67d9e11a90776811341974.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/murcia/perro/macho/neptuno/10649
10650,JOREK,Mastin,Macho,2.0,Grande,Murcia,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,,"Un poco miedoso, bonachón y cariñoso",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/foto-1-67d9e257c7475028444427.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/murcia/perro/macho/jorek/10650
10653,DUQUE,Mestizo,Macho,2.0,Grande,Murcia,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,,"Activo, obediente y cariñoso",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/imagen-de-whatsapp-2025-03-18-a-las-22-30-54-5b0f5ab6-67d9e6d43044f806883493.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/murcia/perro/macho/duque/10653
10661,JANA,Galgo Español,Hembra,1.0,Mediano,Córdoba,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,"*JANA* Esta preciosa galga busca la oportunidad de conocer el lado bonito de la vida, el calor de un hogar y el cariño de una familia. Si quieres adoptar, apadrinar o acoger a este bombón ponte en contacto con la protectora dejanhuella@gmail.com o contacta con nosotros en los teléfonos 608 53 69 79/ 633 26 17 87. Se encuentra en Montilla (Córdoba), pero se envía a cualquier provincia siempre que el transporte llegue a tu ciudad.","Sexo: hembra Raza: Galgo Español Fecha de Nacimiento: 27.02.2024 Peso: 18,3 kg Carácter: Buena, cariñosa, dulce.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250319-wa0008-67dac5798a918556174791.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/hembra/jana/10661
10668,LÍA,Desconocida,Hembra,1.0,Mediano,Córdoba,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,https://arcanoecordoba.es/animal/31335,https://arcanoecordoba.es/animal/31335,https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/whatsapp-image-2025-03-16-at-13-25-13-1-67db1f33ae886964150436.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/hembra/l%C3%ADa+/10668
1068,Bakku,Mestizo,Macho,4.0,Mediano,Córdoba,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,,"❤️‍🩹BAKKU Bakku, toda una vida desperdiciada en una parcela vacía!😰 Bakku es la oveja negra de la camada, sus 8 hermanos fueron adoptados y él se quedó junto a su madre en una solitaria, fría o calurosa según toque…en una triste parcela. Ha crecido sin hogar ni familia, sin paseos ni juegos, con los mimos racionados. Es tímido, algo desconfiado al principio, lo que su madre Lasi le ha transmitido, pero se nota en su mirada que está deseando dar y recibir amor!🙏, lo tiene todo por aprender y por sentir!!!❤️‍🩹 📣¿Dónde está el humano que le va a dar una oportunidad a Bakku? Si quieres acoger a Bakku (URGENTE!!🙏Cordoba o Madrid) o adoptarlo (toooda España), escríbenos🐾!!!: ➡️ email: salvandocorazonespeludos@gmail.com Esta en Córdoba pero se envía a toda España.",https://www.kiwoko.com/servicios/kiwokoadopta/,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/macho/bakku/1068
10696,Kiara,Cruce pastor alemán/belga,Hembra,1.0,Mediano,Córdoba,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,"Kiara entro a la perrera de Lucena, Córdoba, a pesar de estar ahí es una perra el alegre y sociable","Simpática, nerviosa y sociable, aprox 19 kilos",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250219-wa0022-67dca2502d3e1388873930.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/hembra/kiara+/10696
10698,ZEUS,X American Staffordshire,Macho,3.0,Grande,Córdoba,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,"*ZEUS* ZEUS es un perro maravilloso, bueno, noble. Esta muy triste. Su familia no puede seguir haciéndose cargo de él. Buscamos una familia que lo quiera y cuide, si no me temo lo peor para el. Si quieres adoptar ponte en contacto con la protectora dejanhuella@gmail.com o contacta con nosotros en los teléfonos 608 53 69 79/ 633 26 17 87. Se encuentra en Montilla (Córdoba), pero se envía a cualquier provincia siempre que el transporte llegue a tu ciudad","Sexo: Macho Raza: x American Stanford Edad: 10 Mayo 2022 Peso: 30 kg Carácter: Muy bueno, cariñoso.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250422-wa0045-6808101e44aab961887067.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/macho/zeus+/10698
10699,Merlin,Cruce,Macho,1.0,Mediano,Córdoba,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,"Está en la perrera de Lucena, Córdoba donde entró hace ya al menos un mes.","Perro de tamaño mediano aprox 13 kilos, muy alegre",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250227-wa0003-67dca7d51b97f228909804.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/macho/merlin+/10699
10706,Prosa,MIX LABRADOR,Hembra,8.0,Mediano,Toledo,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,"PROSA es esta preciosa mix de labrador de 8 añitos que ha sufrido dos abandonos en su vida…. El primero por el cual llegó a nuestro Refugio, y el segundo del que pensábamos que iba a ser su familia definitiva 💔💔💔💔 Es una perra que no tiene problema de ningún tipo con sus compañeros pero es tímida con las personas… nos ayudas compartiendo??","PROSA es esta preciosa mix de labrador de 8 añitos que ha sufrido dos abandonos en su vida…. El primero por el cual llegó a nuestro Refugio, y el segundo del que pensábamos que iba a ser su familia definitiva 💔💔💔💔 Es una perra que no tiene problema de ningún tipo con sus compañeros pero es tímida con las personas… nos ayudas compartiendo??",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/480791528-1035208645309189-4614067511169462948-n-67dd48153c03f035856323.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/toledo/perro/hembra/prosa/10706
1071,Ades,Mestizo,Macho,18.0,Grande,Valencia,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,,"¡¡¡ ADES BUSCA NUEVO #HOGAR !!! ¡ EN #ADOPCIÓN ! #VALENCIA. CEDIDO POR SU RESPONSABLE. CASO COMPARTIDO. ADES tiene 17 años aproximadamente. Unos 30 kgs de peso. Carácter súper sociable. Muy cariñoso y obediente. Se entrega en adopción desparasitado y castrado. ¿ Una oportunidad para ADES ? Contacta a través de uno de los siguientes medios: Web: https://adat.protecms.com/ Facebook: https://fb.com/ADATasociacion Twitter: https://twitter.com/AsociacionADAT Instagram: https://instagram.com/Asociacion_ADAT @asociacion_adat Por WhatsApp: https://wa.me/34653440914 Comparte por favor. Gracias. Para colaborar con ADAT: Caixa Popular: ES20 3159 0013 9324 5256 8823 Por Bizum: 630833737 PayPal mediante adatasociacion@hotmail.com También uniéndote a nuestro grupo Teaming por tan solo 1 € al mes, a través del siguiente enlace: https://www.teaming.net/adat",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/uploads-2fd61e46bc-f0b3-4d53-932c-1707b347e116-2ffb-img-1613808383392-664b63cbb5fcb739138620.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/valencia/perro/macho/ades+/1071
10710,DANKO,MIX PRESA,Macho,10.0,Mediano,Toledo,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,"***DANKO .... en adopción!! DANKO es la alegría hecha perro. Y, eso que no ha tenido la vida que deseábamos para el: nació en 2015 y, desde entonces no ha encontrado una familia definitiva y es uno de los perros que más tiempo lleva con nosotros buscando hogar. Y, ni con esas pierde nunca la alegría que le caracteriza Si le prestas atención, quiera hacerlo todo contigo: lamerte, correr, jugar, volver a lamerte ... feliz por estar junto a ti. No dejemos que pase más tiempo sin la familia que merece!!","***DANKO .... en adopción!! DANKO es la alegría hecha perro. Y, eso que no ha tenido la vida que deseábamos para el: nació en 2015 y, desde entonces no ha encontrado una familia definitiva y es uno de los perros que más tiempo lleva con nosotros buscando hogar. Y, ni con esas pierde nunca la alegría que le caracteriza Si le prestas atención, quiera hacerlo todo contigo: lamerte, correr, jugar, volver a lamerte ... feliz por estar junto a ti. No dejemos que pase más tiempo sin la familia que merece!!",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/476222746-921940210108455-8938880730540846292-n-67dd4bf401091723946152.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/toledo/perro/macho/danko+/10710
1074,Alani,Mestiza,Hembra,1.0,Gigante,Valencia,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,"Alani, junto a sus hermanos y hermanas, busca una familia para siempre. Los abandonaron en la puerta del refugio, por lo que no sabemos nada de sus padres, ni su raza. Son mestizos, y serán tamaño mediano-grande tirando a grande de adultos (35 a 40kg estimamos). Se entrega con las vacunas al día, chip, pasaporte y compromiso obligatorio de esterilización (gastos a cargo de los adoptantes). Está en Valencia (España) pero puede viajar si su futura familia ideal está en otra parte y no puede venir. Nota: por favor, revisad vuestra bandeja de correo no deseado los días siguientes a contactarnos, a veces nuestros correos se van ahí y no los véis...",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/5u4a1945-6661d1d8563d9903403573.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/valencia/perro/hembra/alani+/1074
10748,Willy,Podenco,Macho,1.0,Mediano,Valencia,False,False,False,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,"Hola, soy Willy, tengo solo un año y medio y ya me han abandonado. Me gustaría encontrar un familia que me quiera para compartir juegos y paseos. ¿Quieres conocerme? Ven al refugio a verme y te contarán más sobre mi. ¡Me pondré muy contento! Te espero.🐕 Gracias ❤️",Willy busca hogar,https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250319-wa0031-67dee6d48ccc7200561573.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/valencia/perro/macho/willy/10748
10749,ENZO,Mestizo,Macho,1.0,Mediano,Granada,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,Enzo ha sido encontrado abandonado en la carretera de un pueblo de Granada.,"Enzo es cruce de perro cazador, por lo que es activo, juguetón y sociable. Es cariñoso y alegre.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/a-10301742127277-67deec9e4611d704817578.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/granada/perro/macho/enzo+/10749
10751,NEO,Pastor Belga Malinois,Macho,7.0,Grande,Madrid,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,True,False,False,Es un macho Pastor Belga Malinois perteneciente a la Guardia Civil que concluye su etapa operativa a sus 9 años de edad,"Es un perro muy bueno, se lleva bien con personas y también con hembras, aunque con machos es algo más dominante.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/neo-67df103a9bc8c585160969.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/neo+/10751
1077,Nora,Mestiza,Hembra,4.0,Mediano,Valencia,True,False,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,,"Nora es un poquito tímida de entrada, pero muy simpática y alegre cuando te conoce, además de un amor. Sociable con otros perretes, y de tamaño mediano, busca una familia que le quiera mucho y le enseñe el mundo. Preferiblemente buscamos para ella un hogar sin niños pequeños, para que no se agobie, y que no esté en una gran ciudad, para que no se abrume. Se entrega con las vacunas al día, chip, pasaporte y esterilizada (gastos a cargo de los adoptantes). Nota: por favor, revisad vuestra bandeja de correo no deseado los días siguientes a contactarnos, a veces nuestros correos se van ahí y no los véis...",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/uploads-2f44686b21-5ac8-4593-8f21-bf83ee1dab6d-2f784a8480-664b691c168dd876212714.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/valencia/perro/hembra/nora/1077
10774,KABUL,Mastín,Macho,9.0,Gigante,Madrid,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,,"🐾 Kabul, el abuelo que solo quiere amor 🐾🐾 Tiene 9 años y un corazón enorme. Kabul es un mastín tranquilo, noble y lleno de dulzura. 🐶❤️ Ya no corre, no salta… pero te mira con esa paz de quien lo ha vivido todo y solo busca un rinconcito donde descansar, una caricia al caer la tarde y alguien que le diga: “ya estás en casa”. Kabul necesita una familia que le quiera como es: un abuelito tierno, sabio y sereno. ¿Le das una oportunidad? 💛 Compartir también es ayudar, así que… ¡difunde, porfa! 📲🙏 📩 Escríbenos para adoptar o acoger a Kabul Conócenos: https://linktr.ee/catydogasociacion Escríbenos a: info@catydog.org WhatsApp: +34 641 47 58 03 (No se atienden llamadas) Donde cada ladrido, encuentra un hogar #AdoptaUnAbuelo #Mastín #AdoptaConCorazón #AdopciónResponsable #KabulTeEspera #PerrosSenior #AdoptaNoCompres",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250306-wa0036-67e025cc8f20a644916536.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/kabul/10774
10786,OSCAR,MESTIZO,Macho,1.0,Grande,Madrid,True,False,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,False,"Sexo: macho Raza: mestizo Óscar estaba abandonado en un pueblo de Sevilla. Unas buenas personas se apiadaron de él y le pusieron a salvo, pero no se lo podían quedar y buscaron una protectora para él que le busque una familia. Es muy sociable, cariñoso y juguetón. ❤️ Estuvo unos meses en una residencia allí a la espera de que pudiera venir para Madrid mientras encontrábamos acogida o adoptante para él, o sitio en el albergue. Finalmente ha llegado hace unas semanas y como aun no le encontramos a nadie se encuentra ya en el albergue. Un precioso jovenzuelo cariñoso y bueno, con todo el derecho a tener por fin una familia que le valore y le ame para siempre. Se entrega con contrato de adopción, vacunas al día, desparasitación interna y externa, test de leishmania, ehrlichia, anaplasma y filaria negativos, microchip y esterilizado. Para adoptar a Oscar: adopciones@axlamadrid.org",,https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/oscar-mayo2024-1-2-67e07c4e2a836837094695.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/oscar+/10786
10798,XANDER,Pastor Belga Malinois,Macho,1.0,Grande,Madrid,False,False,False,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,"Xander, perteneciente a la Guardia Civil, es un precioso macho de Pastor Belga Malinois menor de dos años que no reúne los requisitos para el trabajo.","Xander es muy fuerte, no tiene problemas de salud, es un saltarín lleno de energía y vitalidad, necesita realizar buena dosis de ejercicio diario. Además como buen Malinois y cachorrete que aún es, debe continuar trabajando la socialización con sus congéneres y diferentes entornos.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/xander-67e1b0187ef78182858470.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/xander+/10798
10799,Aron,Rottweiler,Macho,8.0,Grande,Jaén,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,False,"Aron es un perrito senior que fue recogido por la perrera de Córdoba hace varios meses, tras no ser reclamado por su propietario pasó a estar en adopción pero nadie se fijó en él. Tras varios meses viéndolo en la jaula decidimos sacarlo para buscarle una oportunidad y desde finales el mes de Febrero está con nosotras pero todavía no ha tenido la suerte de tener una familia que pregunte por él. Es un perro grande, super bueno, noble, cariñoso con las personas, bueno con todo tipo de perros y necesita salir cuanto antes de la residencia ya que debido a su edad sus huesos se resienten.",,https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-2710-684c39f1199c7988380364.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/ja%C3%A9n/perro/macho/aron+/10799
10808,Pola,Pointer,Hembra,7.0,Mediano,Alicante,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,,"La peque aparecio por Santa Pola, le esta costando adaptarse porque es seguro una perrita familiar, aulla cuando nos ve, es sociable con perros y gatos les llama la atencion pero no les hace mas caso.. Sabe pasear con correa, es curiosa y muy cariñosa. Parece mas viejita de lo que realmente es, una perrita para disfrutar del minuto uno. Y que extraña mucho su hogar.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/whatsapp-image-2025-03-14-at-09-47-39-67e2a1a56d074813398607.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/alicante/perro/hembra/pola+/10808
10809,Bolson,Mestizo,Macho,2.0,Mediano,Alicante,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,,"Bolson llego practicamente a los dias de Pola tambien de Santa Pola. Es un cruce de bodeguero, simpatico , alegre y activo y jugueton. Sociable con perros, tanto machos como hembras y comparte su alimento sin problema. Pasea bien con correa auqneu tira un poquito pero es normal, aqui todos salen con mucho impetu. Le llaman bastante la atencion los gatos pero luego les da respeto. No sabriamos decir si si seria ideal , pero con calma y buena presentacion podria vivir con ellos.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/whatsapp-image-2025-03-14-at-09-47-38-67e2a6bfd82eb704116126.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/alicante/perro/macho/bolson+/10809
10835,BELTZA,Setter Inglés Azul belton,Macho,4.0,Mediano,Guipúzcoa,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,Cedido por un cazador porque no era bueno para cazar.,"Siempre ha vivido en un chenil, así que debe aprender desde cero. Es muy vivaz, le gusta la gente y es protector con su comida.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/05-67e45b73cb7b0143208288.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/guip%C3%BAzcoa/perro/macho/beltza/10835
10847,Vulcan,Mestizo,Macho,4.0,Grande,Madrid,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,Vulcan tenía familia pero se escapaba continuamente y lo tenían en muy malas condiciones. Ahora le buscamos la mejor de las familias.,Vulcan es un perro juguetón y muy activo al que le encanta pasear,https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-8713-67e56ca598ea3345602051.jpeg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/vulcan/10847
10850,STORY,Mestizo,Macho,9.0,Mediano,Córdoba,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,"*STORY* Caso Externo Story necesita una nueva familia, ya no pueden cuidarlo. Es un perro muy bueno, cariñoso, sociable y simpático. Buscamos una familia en Madrid o Barcelona. Si quieres adoptar, apadrinar o acoger a este bombón ponte en contacto con la protectora dejanhuella@gmail.com o contacta con nosotros en los teléfonos 608 53 69 79/ 633 26 17 87. Se encuentra en Montilla (Córdoba), pero se envía a cualquier provincia siempre que el transporte llegue a tu ciudad.","Sexo: macho Raza: mestizo Fecha de Nacimiento: 27.03.2016 Peso aprox.: 14 kg Carácter: sociable, cariñoso, simpático.",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250325-wa0054-67e59ad22f831957542039.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/c%C3%B3rdoba/perro/macho/story+/10850
1086,Negri,Mestizo,Hembra,13.0,Grande,Valencia,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"¡¡¡ EN #ADOPCIÓN !!! #VALENCIA NEGRI, hembra de unos 8 años, llegada hasta nosotros/as tras ser encontrada en estado lamentable. Su historia: https://m.facebook.com/story.php?story_fbid=1469483010088284&id=142680589435206 Ahora totalmente recuperada. Busca hogar. Carácter excelente. Si estás interesado/a en adoptarla, contacta con nosotros/as a través de uno de los siguientes medios: Web: https://adat.protecms.com/ Facebook: https://fb.com/ADATasociacion Twitter: https://twitter.com/AsociacionADAT Instagram: https://instagram.com/Asociacion_ADAT @asociacion_adat Por WhatsApp pulsando en el siguiente enlace que te derivará directamente: https://wa.me/34653440914 También puedes rellenar el siguiente cuestionario de pre-adopción canino y una tramitadora contactará contigo a la mayor brevedad posible: https://docs.google.com/forms/d/e/1FAIpQLSc533diuN8AUu_Js4r40H4aYUfUtPLPC1m5DqiAQip_PzpuQQ/viewform Comparte por favor. Gracias. #ADATperrosAdopción #Valencia Para colaborar con nosotros: Caixa Popular: ES20 31590013 9324 5256 8823. Por PayPal mediante adatasociacion@hotmail.com Por Bizum: 630833737 O por solo 1 € al mes a través del siguiente enlace: https://www.teaming.net/adat?lang=es_ES",,https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/uploads-2fae839d5e-b382-45b3-ad3b-84e04cc57ffc-2ffb-img-1624007633179-664b70391dcbf996387999.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/valencia/perro/hembra/negri+/1086
10862,Plutón,Cruce,Macho,5.0,Mediano,Madrid,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,Casi toda su vida en la perrera,"Plutón sigue esperando una familia q se fije en él. Lleva casi toda su vida en la perrera metido pero no es rencoroso...es un perro super equilibrado, activo, juguetón...se lleva bien con tooooodos los perros y acepta gatos. No conocemos la mezcla q tiene, pero le encanta jugar, oler, prestar atención a las órdenes... es un perro que aprende con facilidad. Tiene unos 5-6 años y un carácter maravilloso. Tiene un color muy bonito, aq no sale muy favorecido en las fotos....",https://www.kiwoko.com/servicios/kiwokoadopta/images/profiles/pets/img-20250328-182646-67e718b1efdb6892037535.jpg,https://www.kiwoko.com/servicios/kiwokoadopta/animal/perfil/madrid/perro/macho/plut%C3%B3n+/10862
